race,circuit,year,lap,position,time,pit_time
British Grand Prix,Silverstone Circuit,2019,52,5,89.855,NA
German Grand Prix,Hockenheimring,2019,1,4,105.105,NA
German Grand Prix,Hockenheimring,2019,2,3,95.883,NA
German Grand Prix,Hockenheimring,2019,3,3,123.343,22.358
German Grand Prix,Hockenheimring,2019,4,4,142.095,NA
German Grand Prix,Hockenheimring,2019,5,3,93.888,NA
German Grand Prix,Hockenheimring,2019,6,3,91.181,NA
German Grand Prix,Hockenheimring,2019,7,3,90.413,NA
German Grand Prix,Hockenheimring,2019,8,3,90.148,NA
German Grand Prix,Hockenheimring,2019,9,3,89.794,NA
German Grand Prix,Hockenheimring,2019,10,3,89.574,NA
German Grand Prix,Hockenheimring,2019,11,3,89.934,NA
German Grand Prix,Hockenheimring,2019,12,3,90.54,NA
German Grand Prix,Hockenheimring,2019,13,3,90.778,NA
German Grand Prix,Hockenheimring,2019,14,3,91.075,NA
German Grand Prix,Hockenheimring,2019,15,3,104.444,NA
German Grand Prix,Hockenheimring,2019,16,3,101.017,NA
German Grand Prix,Hockenheimring,2019,17,3,92.388,NA
German Grand Prix,Hockenheimring,2019,18,3,91.512,NA
German Grand Prix,Hockenheimring,2019,19,3,90.893,NA
German Grand Prix,Hockenheimring,2019,20,3,91.306,NA
German Grand Prix,Hockenheimring,2019,21,3,92.1,NA
German Grand Prix,Hockenheimring,2019,22,3,92.216,NA
German Grand Prix,Hockenheimring,2019,23,3,92.674,NA
German Grand Prix,Hockenheimring,2019,24,3,92.827,NA
German Grand Prix,Hockenheimring,2019,25,3,96.187,19.64
German Grand Prix,Hockenheimring,2019,26,4,114.632,NA
German Grand Prix,Hockenheimring,2019,27,4,101.121,NA
German Grand Prix,Hockenheimring,2019,28,3,111.331,NA
German Grand Prix,Hockenheimring,2019,29,3,125.52,21.472
German Grand Prix,Hockenheimring,2019,30,1,131.942,NA
German Grand Prix,Hockenheimring,2019,31,1,137.029,NA
German Grand Prix,Hockenheimring,2019,32,1,137.52,NA
German Grand Prix,Hockenheimring,2019,33,1,134.58,NA
German Grand Prix,Hockenheimring,2019,34,1,88.662,NA
German Grand Prix,Hockenheimring,2019,35,1,88.56,NA
German Grand Prix,Hockenheimring,2019,36,1,88.516,NA
German Grand Prix,Hockenheimring,2019,37,1,88.144,NA
German Grand Prix,Hockenheimring,2019,38,1,88.052,NA
German Grand Prix,Hockenheimring,2019,39,1,87.623,NA
German Grand Prix,Hockenheimring,2019,40,1,88.71,NA
German Grand Prix,Hockenheimring,2019,41,1,103.455,19.327
German Grand Prix,Hockenheimring,2019,42,1,137.795,NA
German Grand Prix,Hockenheimring,2019,43,1,127.412,NA
German Grand Prix,Hockenheimring,2019,44,1,118.571,NA
German Grand Prix,Hockenheimring,2019,45,1,122.356,NA
German Grand Prix,Hockenheimring,2019,46,1,86.24,19.062
German Grand Prix,Hockenheimring,2019,47,5,99.704,NA
German Grand Prix,Hockenheimring,2019,48,1,80.306,NA
German Grand Prix,Hockenheimring,2019,49,1,78.386,NA
German Grand Prix,Hockenheimring,2019,50,1,78.157,NA
German Grand Prix,Hockenheimring,2019,51,1,78.145,NA
German Grand Prix,Hockenheimring,2019,52,1,78.018,NA
German Grand Prix,Hockenheimring,2019,53,1,77.982,NA
German Grand Prix,Hockenheimring,2019,54,1,78.406,NA
German Grand Prix,Hockenheimring,2019,55,1,77.912,NA
German Grand Prix,Hockenheimring,2019,56,1,77.864,NA
German Grand Prix,Hockenheimring,2019,57,1,106.78,NA
German Grand Prix,Hockenheimring,2019,58,1,124.908,NA
German Grand Prix,Hockenheimring,2019,59,1,130.518,NA
German Grand Prix,Hockenheimring,2019,60,1,77.121,NA
German Grand Prix,Hockenheimring,2019,61,1,76.645,NA
German Grand Prix,Hockenheimring,2019,62,1,76.652,NA
German Grand Prix,Hockenheimring,2019,63,1,77.339,NA
German Grand Prix,Hockenheimring,2019,64,1,77.346,NA
Hungarian Grand Prix,Hungaroring,2019,1,1,85.604,NA
Hungarian Grand Prix,Hungaroring,2019,2,1,81.854,NA
Hungarian Grand Prix,Hungaroring,2019,3,1,81.863,NA
Hungarian Grand Prix,Hungaroring,2019,4,1,81.763,NA
Hungarian Grand Prix,Hungaroring,2019,5,1,81.542,NA
Hungarian Grand Prix,Hungaroring,2019,6,1,81.686,NA
Hungarian Grand Prix,Hungaroring,2019,7,1,81.611,NA
Hungarian Grand Prix,Hungaroring,2019,8,1,81.391,NA
Hungarian Grand Prix,Hungaroring,2019,9,1,81.545,NA
Hungarian Grand Prix,Hungaroring,2019,10,1,81.571,NA
Hungarian Grand Prix,Hungaroring,2019,11,1,81.763,NA
Hungarian Grand Prix,Hungaroring,2019,12,1,81.555,NA
Hungarian Grand Prix,Hungaroring,2019,13,1,81.638,NA
Hungarian Grand Prix,Hungaroring,2019,14,1,81.844,NA
Hungarian Grand Prix,Hungaroring,2019,15,1,81.632,NA
Hungarian Grand Prix,Hungaroring,2019,16,1,81.839,NA
Hungarian Grand Prix,Hungaroring,2019,17,1,81.946,NA
Hungarian Grand Prix,Hungaroring,2019,18,1,81.834,NA
Hungarian Grand Prix,Hungaroring,2019,19,1,82.029,NA
Hungarian Grand Prix,Hungaroring,2019,20,1,82.217,NA
Hungarian Grand Prix,Hungaroring,2019,21,1,82.381,NA
Hungarian Grand Prix,Hungaroring,2019,22,1,82.312,NA
Hungarian Grand Prix,Hungaroring,2019,23,1,82.448,NA
Hungarian Grand Prix,Hungaroring,2019,24,1,82.622,NA
Hungarian Grand Prix,Hungaroring,2019,25,2,84.195,21.705
Hungarian Grand Prix,Hungaroring,2019,26,2,99.785,NA
Hungarian Grand Prix,Hungaroring,2019,27,2,80.928,NA
Hungarian Grand Prix,Hungaroring,2019,28,2,81.722,NA
Hungarian Grand Prix,Hungaroring,2019,29,2,82.171,NA
Hungarian Grand Prix,Hungaroring,2019,30,2,82.073,NA
Hungarian Grand Prix,Hungaroring,2019,31,2,82.193,NA
Hungarian Grand Prix,Hungaroring,2019,32,1,81.601,NA
Hungarian Grand Prix,Hungaroring,2019,33,1,81.767,NA
Hungarian Grand Prix,Hungaroring,2019,34,1,81.341,NA
Hungarian Grand Prix,Hungaroring,2019,35,1,80.416,NA
Hungarian Grand Prix,Hungaroring,2019,36,1,80.866,NA
Hungarian Grand Prix,Hungaroring,2019,37,1,81.441,NA
Hungarian Grand Prix,Hungaroring,2019,38,1,81.337,NA
Hungarian Grand Prix,Hungaroring,2019,39,1,81.546,NA
Hungarian Grand Prix,Hungaroring,2019,40,1,79.829,NA
Hungarian Grand Prix,Hungaroring,2019,41,1,80.271,NA
Hungarian Grand Prix,Hungaroring,2019,42,1,80.405,NA
Hungarian Grand Prix,Hungaroring,2019,43,1,80.457,NA
Hungarian Grand Prix,Hungaroring,2019,44,1,80.483,NA
Hungarian Grand Prix,Hungaroring,2019,45,1,80.23,NA
Hungarian Grand Prix,Hungaroring,2019,46,1,80.208,NA
Hungarian Grand Prix,Hungaroring,2019,47,1,80.071,NA
Hungarian Grand Prix,Hungaroring,2019,48,1,80.337,NA
Hungarian Grand Prix,Hungaroring,2019,49,1,80.029,NA
Hungarian Grand Prix,Hungaroring,2019,50,1,80.461,NA
Hungarian Grand Prix,Hungaroring,2019,51,1,79.807,NA
Hungarian Grand Prix,Hungaroring,2019,52,1,81.276,NA
Hungarian Grand Prix,Hungaroring,2019,53,1,79.56,NA
Hungarian Grand Prix,Hungaroring,2019,54,1,79.851,NA
Hungarian Grand Prix,Hungaroring,2019,55,1,79.813,NA
Hungarian Grand Prix,Hungaroring,2019,56,1,80.253,NA
Hungarian Grand Prix,Hungaroring,2019,57,1,79.94,NA
Hungarian Grand Prix,Hungaroring,2019,58,1,79.913,NA
Hungarian Grand Prix,Hungaroring,2019,59,1,79.808,NA
Hungarian Grand Prix,Hungaroring,2019,60,1,79.794,NA
Hungarian Grand Prix,Hungaroring,2019,61,1,80.137,NA
Hungarian Grand Prix,Hungaroring,2019,62,1,80.185,NA
Hungarian Grand Prix,Hungaroring,2019,63,1,80.907,NA
Hungarian Grand Prix,Hungaroring,2019,64,1,81.168,NA
Hungarian Grand Prix,Hungaroring,2019,65,1,81.03,NA
Hungarian Grand Prix,Hungaroring,2019,66,1,81.587,NA
Hungarian Grand Prix,Hungaroring,2019,67,2,85.724,21.164
Hungarian Grand Prix,Hungaroring,2019,68,2,99.646,NA
Hungarian Grand Prix,Hungaroring,2019,69,2,77.103,NA
Hungarian Grand Prix,Hungaroring,2019,70,2,79.437,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,1,20,101.132,31.211
Italian Grand Prix,Autodromo Nazionale di Monza,2019,2,20,111.395,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,3,20,84.532,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,4,20,84.662,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,5,20,84.579,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,6,20,85.029,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,7,18,84.798,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,8,18,85.019,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,9,18,85.075,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,10,17,86.396,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,11,16,86.283,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,12,16,84.988,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,13,16,85.412,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,14,16,85.809,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,15,15,85.126,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,16,14,84.852,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,17,14,85.016,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,18,13,85.153,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,19,13,85.508,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,20,12,85.997,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,21,12,86.456,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,22,10,85.579,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,23,10,86.192,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,24,10,86.178,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,25,10,85.723,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,26,10,86.236,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,27,10,89.988,24.303
Italian Grand Prix,Autodromo Nazionale di Monza,2019,28,13,121.95,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,29,13,84.413,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,30,12,106.978,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,31,12,86.95,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,32,11,84.896,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,33,11,85.413,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,34,10,84.447,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,35,9,83.338,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,36,9,83.437,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,37,9,83.414,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,38,9,83.569,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,39,9,83.407,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,40,9,83.859,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,41,8,83.143,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,42,8,83.446,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,43,8,83.607,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,44,8,83.552,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,45,8,84.786,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,46,8,84.881,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,47,8,84.104,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,48,8,84.177,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,49,8,84.037,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,50,8,83.988,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,51,8,83.756,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,52,8,84.121,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2019,53,8,84.375,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,1,4,112.184,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,2,4,109.305,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,3,4,108.783,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,4,4,109.358,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,5,4,109.004,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,6,4,109.939,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,7,4,109.529,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,8,4,109.099,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,9,4,109.893,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,10,4,109.867,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,11,4,109.718,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,12,4,109.162,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,13,4,109.3,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,14,4,109.357,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,15,4,109.037,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,16,4,109.237,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,17,4,108.466,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,18,4,109.64,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,19,8,118.383,28.846
Singapore Grand Prix,Marina Bay Street Circuit,2019,20,11,126.46,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,21,9,105.881,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,22,9,105.659,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,23,8,106.576,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,24,8,107.188,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,25,8,107.649,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,26,8,107.771,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,27,7,108.627,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,28,7,109.156,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,29,7,108.874,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,30,6,107.479,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,31,5,108.405,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,32,4,108.095,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,33,3,108.368,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,34,3,105.929,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,35,3,105.253,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,36,3,123.047,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,37,3,157.382,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,38,3,165.858,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,39,3,164.302,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,40,3,169.918,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,41,3,107.602,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,42,3,106.213,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,43,3,105.866,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,44,3,127.206,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,45,3,165.674,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,46,3,164.465,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,47,3,171.174,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,48,3,107.463,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,49,3,105.903,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,50,3,122.792,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,51,3,171.187,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,52,3,106.212,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,53,3,105.468,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,54,3,105.457,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,55,3,105.275,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,56,3,105.176,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,57,3,105.199,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,58,3,105.196,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,59,3,105.483,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,60,3,105.262,NA
Singapore Grand Prix,Marina Bay Street Circuit,2019,61,3,106.077,NA
Russian Grand Prix,Sochi Autodrom,2019,1,8,136.368,NA
Russian Grand Prix,Sochi Autodrom,2019,2,8,160.141,NA
Russian Grand Prix,Sochi Autodrom,2019,3,8,157.05,NA
Russian Grand Prix,Sochi Autodrom,2019,4,8,103.699,NA
Russian Grand Prix,Sochi Autodrom,2019,5,8,102.69,NA
Russian Grand Prix,Sochi Autodrom,2019,6,8,102,NA
Russian Grand Prix,Sochi Autodrom,2019,7,8,102.225,NA
Russian Grand Prix,Sochi Autodrom,2019,8,7,101.746,NA
Russian Grand Prix,Sochi Autodrom,2019,9,7,101.394,NA
Russian Grand Prix,Sochi Autodrom,2019,10,7,101.179,NA
Russian Grand Prix,Sochi Autodrom,2019,11,7,101.041,NA
Russian Grand Prix,Sochi Autodrom,2019,12,6,100.308,NA
Russian Grand Prix,Sochi Autodrom,2019,13,6,100.025,NA
Russian Grand Prix,Sochi Autodrom,2019,14,6,100.097,NA
Russian Grand Prix,Sochi Autodrom,2019,15,6,100.427,NA
Russian Grand Prix,Sochi Autodrom,2019,16,6,100.514,NA
Russian Grand Prix,Sochi Autodrom,2019,17,5,99.449,NA
Russian Grand Prix,Sochi Autodrom,2019,18,5,99.476,NA
Russian Grand Prix,Sochi Autodrom,2019,19,5,99.474,NA
Russian Grand Prix,Sochi Autodrom,2019,20,5,99.408,NA
Russian Grand Prix,Sochi Autodrom,2019,21,5,99.658,NA
Russian Grand Prix,Sochi Autodrom,2019,22,5,99.515,NA
Russian Grand Prix,Sochi Autodrom,2019,23,5,99.605,NA
Russian Grand Prix,Sochi Autodrom,2019,24,5,99.355,NA
Russian Grand Prix,Sochi Autodrom,2019,25,5,99.731,NA
Russian Grand Prix,Sochi Autodrom,2019,26,5,99.519,NA
Russian Grand Prix,Sochi Autodrom,2019,27,4,100.489,NA
Russian Grand Prix,Sochi Autodrom,2019,28,4,138.448,29.978
Russian Grand Prix,Sochi Autodrom,2019,29,4,144.682,NA
Russian Grand Prix,Sochi Autodrom,2019,30,4,136.176,NA
Russian Grand Prix,Sochi Autodrom,2019,31,4,130.438,NA
Russian Grand Prix,Sochi Autodrom,2019,32,4,169.343,NA
Russian Grand Prix,Sochi Autodrom,2019,33,4,98.852,NA
Russian Grand Prix,Sochi Autodrom,2019,34,4,98.255,NA
Russian Grand Prix,Sochi Autodrom,2019,35,4,97.599,NA
Russian Grand Prix,Sochi Autodrom,2019,36,4,97.888,NA
Russian Grand Prix,Sochi Autodrom,2019,37,4,97.63,NA
Russian Grand Prix,Sochi Autodrom,2019,38,4,97.573,NA
Russian Grand Prix,Sochi Autodrom,2019,39,4,97.547,NA
Russian Grand Prix,Sochi Autodrom,2019,40,4,97.62,NA
Russian Grand Prix,Sochi Autodrom,2019,41,4,97.481,NA
Russian Grand Prix,Sochi Autodrom,2019,42,4,97.321,NA
Russian Grand Prix,Sochi Autodrom,2019,43,4,97.392,NA
Russian Grand Prix,Sochi Autodrom,2019,44,4,97.172,NA
Russian Grand Prix,Sochi Autodrom,2019,45,4,97.316,NA
Russian Grand Prix,Sochi Autodrom,2019,46,4,96.991,NA
Russian Grand Prix,Sochi Autodrom,2019,47,4,96.937,NA
Russian Grand Prix,Sochi Autodrom,2019,48,4,97.15,NA
Russian Grand Prix,Sochi Autodrom,2019,49,4,97.14,NA
Russian Grand Prix,Sochi Autodrom,2019,50,4,97.06,NA
Russian Grand Prix,Sochi Autodrom,2019,51,4,97.307,NA
Russian Grand Prix,Sochi Autodrom,2019,52,4,97.599,NA
Russian Grand Prix,Sochi Autodrom,2019,53,4,97.702,NA
Japanese Grand Prix,Suzuka Circuit,2019,1,18,106.658,NA
Japanese Grand Prix,Suzuka Circuit,2019,2,18,98.122,NA
Japanese Grand Prix,Suzuka Circuit,2019,3,18,97.608,NA
Japanese Grand Prix,Suzuka Circuit,2019,4,17,98.075,NA
Japanese Grand Prix,Suzuka Circuit,2019,5,16,97.396,NA
Japanese Grand Prix,Suzuka Circuit,2019,6,16,97.461,NA
Japanese Grand Prix,Suzuka Circuit,2019,7,16,97.378,NA
Japanese Grand Prix,Suzuka Circuit,2019,8,16,97.789,NA
Japanese Grand Prix,Suzuka Circuit,2019,9,17,97.922,NA
Japanese Grand Prix,Suzuka Circuit,2019,10,17,97.249,NA
Japanese Grand Prix,Suzuka Circuit,2019,11,17,97.318,NA
Japanese Grand Prix,Suzuka Circuit,2019,12,17,97.371,NA
Japanese Grand Prix,Suzuka Circuit,2019,13,17,97.724,NA
Japanese Grand Prix,Suzuka Circuit,2019,14,18,99.949,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,1,8,103.698,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,2,8,104.98,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,3,8,85.44,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,4,7,83.747,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,5,20,110.984,24.493
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,6,20,102.317,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,7,20,80.601,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,8,20,81.145,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,9,20,81.117,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,10,20,81.546,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,11,20,81.402,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,12,20,81.112,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,13,19,81.603,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,14,19,81.424,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,15,19,83.652,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,16,18,82.532,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,17,16,82.977,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,18,15,83.751,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,19,15,81.881,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,20,15,81.447,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,21,15,82.199,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,22,13,84.875,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,23,13,81.815,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,24,13,81.814,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,25,12,80.732,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,26,12,81.249,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,27,12,81.573,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,28,11,80.766,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,29,11,81.525,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,30,10,84.052,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,31,10,81.085,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,32,10,80.79,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,33,10,80.862,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,34,10,81.025,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,35,10,81.105,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,36,10,81.302,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,37,10,81.274,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,38,8,80.895,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,39,8,81.121,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,40,8,81.371,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,41,8,81.613,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,42,7,81.849,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,43,7,81.081,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,44,7,81.402,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,45,7,81.443,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,46,7,80.59,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,47,7,80.817,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,48,7,80.476,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,49,7,80.849,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,50,7,80.625,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,51,6,80.828,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,52,6,80.778,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,53,6,80.832,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,54,6,80.61,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,55,6,80.711,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,56,6,81.094,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,57,6,80.699,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,58,6,80.602,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,59,6,80.698,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,60,6,80.464,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,61,6,80.711,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,62,6,81.032,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,63,6,80.501,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,64,6,80.973,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,65,6,80.406,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,66,6,80.759,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,67,6,80.914,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,68,6,81.158,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,69,6,81.345,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,70,6,81.583,NA
Mexican Grand Prix,Autódromo Hermanos Rodríguez,2019,71,6,81.482,NA
United States Grand Prix,Circuit of the Americas,2019,1,2,101.552,NA
