race,circuit,year,lap,position,time,pit_time
Canadian Grand Prix,Circuit Gilles Villeneuve,2018,65,3,73.864,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2018,66,3,73.999,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2018,67,3,74.594,NA
Canadian Grand Prix,Circuit Gilles Villeneuve,2018,68,3,74.262,NA
French Grand Prix,Circuit Paul Ricard,2018,1,2,130.952,NA
French Grand Prix,Circuit Paul Ricard,2018,2,2,158.77,NA
French Grand Prix,Circuit Paul Ricard,2018,3,2,148.906,NA
French Grand Prix,Circuit Paul Ricard,2018,4,2,149.073,NA
French Grand Prix,Circuit Paul Ricard,2018,5,2,144.069,NA
French Grand Prix,Circuit Paul Ricard,2018,6,2,98.055,NA
French Grand Prix,Circuit Paul Ricard,2018,7,2,97.728,NA
French Grand Prix,Circuit Paul Ricard,2018,8,2,97.546,NA
French Grand Prix,Circuit Paul Ricard,2018,9,2,97.588,NA
French Grand Prix,Circuit Paul Ricard,2018,10,2,97.756,NA
French Grand Prix,Circuit Paul Ricard,2018,11,2,97.704,NA
French Grand Prix,Circuit Paul Ricard,2018,12,2,97.455,NA
French Grand Prix,Circuit Paul Ricard,2018,13,2,97.402,NA
French Grand Prix,Circuit Paul Ricard,2018,14,2,97.413,NA
French Grand Prix,Circuit Paul Ricard,2018,15,2,97.151,NA
French Grand Prix,Circuit Paul Ricard,2018,16,2,97.134,NA
French Grand Prix,Circuit Paul Ricard,2018,17,2,96.959,NA
French Grand Prix,Circuit Paul Ricard,2018,18,2,96.749,NA
French Grand Prix,Circuit Paul Ricard,2018,19,2,96.806,NA
French Grand Prix,Circuit Paul Ricard,2018,20,2,96.954,NA
French Grand Prix,Circuit Paul Ricard,2018,21,2,96.633,NA
French Grand Prix,Circuit Paul Ricard,2018,22,2,96.802,NA
French Grand Prix,Circuit Paul Ricard,2018,23,2,96.863,NA
French Grand Prix,Circuit Paul Ricard,2018,24,2,97.046,NA
French Grand Prix,Circuit Paul Ricard,2018,25,4,117.62,24.395
French Grand Prix,Circuit Paul Ricard,2018,26,4,99.203,NA
French Grand Prix,Circuit Paul Ricard,2018,27,4,95.914,NA
French Grand Prix,Circuit Paul Ricard,2018,28,3,95.946,NA
French Grand Prix,Circuit Paul Ricard,2018,29,3,95.706,NA
French Grand Prix,Circuit Paul Ricard,2018,30,3,95.757,NA
French Grand Prix,Circuit Paul Ricard,2018,31,3,95.925,NA
French Grand Prix,Circuit Paul Ricard,2018,32,3,95.598,NA
French Grand Prix,Circuit Paul Ricard,2018,33,3,95.704,NA
French Grand Prix,Circuit Paul Ricard,2018,34,2,95.581,NA
French Grand Prix,Circuit Paul Ricard,2018,35,2,95.357,NA
French Grand Prix,Circuit Paul Ricard,2018,36,2,95.155,NA
French Grand Prix,Circuit Paul Ricard,2018,37,2,95.21,NA
French Grand Prix,Circuit Paul Ricard,2018,38,2,95.446,NA
French Grand Prix,Circuit Paul Ricard,2018,39,2,95.62,NA
French Grand Prix,Circuit Paul Ricard,2018,40,2,95.511,NA
French Grand Prix,Circuit Paul Ricard,2018,41,2,95.065,NA
French Grand Prix,Circuit Paul Ricard,2018,42,2,96.507,NA
French Grand Prix,Circuit Paul Ricard,2018,43,2,95.227,NA
French Grand Prix,Circuit Paul Ricard,2018,44,2,95.118,NA
French Grand Prix,Circuit Paul Ricard,2018,45,2,94.695,NA
French Grand Prix,Circuit Paul Ricard,2018,46,2,94.789,NA
French Grand Prix,Circuit Paul Ricard,2018,47,2,94.275,NA
French Grand Prix,Circuit Paul Ricard,2018,48,2,94.905,NA
French Grand Prix,Circuit Paul Ricard,2018,49,2,94.967,NA
French Grand Prix,Circuit Paul Ricard,2018,50,2,94.968,NA
French Grand Prix,Circuit Paul Ricard,2018,51,2,96.032,NA
French Grand Prix,Circuit Paul Ricard,2018,52,2,131.165,NA
French Grand Prix,Circuit Paul Ricard,2018,53,2,105.995,NA
Austrian Grand Prix,Red Bull Ring,2018,1,3,75.229,NA
Austrian Grand Prix,Red Bull Ring,2018,2,3,69.911,NA
Austrian Grand Prix,Red Bull Ring,2018,3,3,69.816,NA
Austrian Grand Prix,Red Bull Ring,2018,4,3,69.706,NA
Austrian Grand Prix,Red Bull Ring,2018,5,3,69.728,NA
Austrian Grand Prix,Red Bull Ring,2018,6,3,69.617,NA
Austrian Grand Prix,Red Bull Ring,2018,7,3,69.405,NA
Austrian Grand Prix,Red Bull Ring,2018,8,3,69.401,NA
Austrian Grand Prix,Red Bull Ring,2018,9,3,69.263,NA
Austrian Grand Prix,Red Bull Ring,2018,10,3,69.32,NA
Austrian Grand Prix,Red Bull Ring,2018,11,3,69.299,NA
Austrian Grand Prix,Red Bull Ring,2018,12,3,69.306,NA
Austrian Grand Prix,Red Bull Ring,2018,13,3,69.785,NA
Austrian Grand Prix,Red Bull Ring,2018,14,2,69.133,NA
Austrian Grand Prix,Red Bull Ring,2018,15,2,87.553,21.214
Austrian Grand Prix,Red Bull Ring,2018,16,2,93.857,NA
Austrian Grand Prix,Red Bull Ring,2018,17,2,68.687,NA
Austrian Grand Prix,Red Bull Ring,2018,18,2,68.682,NA
Austrian Grand Prix,Red Bull Ring,2018,19,2,68.736,NA
Austrian Grand Prix,Red Bull Ring,2018,20,2,69.037,NA
Austrian Grand Prix,Red Bull Ring,2018,21,2,68.445,NA
Austrian Grand Prix,Red Bull Ring,2018,22,2,68.557,NA
Austrian Grand Prix,Red Bull Ring,2018,23,2,68.451,NA
Austrian Grand Prix,Red Bull Ring,2018,24,2,68.429,NA
Austrian Grand Prix,Red Bull Ring,2018,25,2,68.365,NA
Austrian Grand Prix,Red Bull Ring,2018,26,1,68.509,NA
Austrian Grand Prix,Red Bull Ring,2018,27,1,68.351,NA
Austrian Grand Prix,Red Bull Ring,2018,28,1,68.461,NA
Austrian Grand Prix,Red Bull Ring,2018,29,1,68.784,NA
Austrian Grand Prix,Red Bull Ring,2018,30,1,68.376,NA
Austrian Grand Prix,Red Bull Ring,2018,31,1,68.302,NA
Austrian Grand Prix,Red Bull Ring,2018,32,1,68.417,NA
Austrian Grand Prix,Red Bull Ring,2018,33,1,68.475,NA
Austrian Grand Prix,Red Bull Ring,2018,34,1,68.689,NA
Austrian Grand Prix,Red Bull Ring,2018,35,1,68.594,NA
Austrian Grand Prix,Red Bull Ring,2018,36,1,68.428,NA
Austrian Grand Prix,Red Bull Ring,2018,37,1,68.912,NA
Austrian Grand Prix,Red Bull Ring,2018,38,1,68.815,NA
Austrian Grand Prix,Red Bull Ring,2018,39,1,68.566,NA
Austrian Grand Prix,Red Bull Ring,2018,40,1,68.719,NA
Austrian Grand Prix,Red Bull Ring,2018,41,1,68.713,NA
Austrian Grand Prix,Red Bull Ring,2018,42,1,68.471,NA
Austrian Grand Prix,Red Bull Ring,2018,43,1,68.558,NA
Austrian Grand Prix,Red Bull Ring,2018,44,1,68.873,NA
Austrian Grand Prix,Red Bull Ring,2018,45,1,68.371,NA
Austrian Grand Prix,Red Bull Ring,2018,46,1,68.134,NA
Austrian Grand Prix,Red Bull Ring,2018,47,1,68.181,NA
Austrian Grand Prix,Red Bull Ring,2018,48,1,68.384,NA
Austrian Grand Prix,Red Bull Ring,2018,49,1,68.203,NA
Austrian Grand Prix,Red Bull Ring,2018,50,1,68.265,NA
Austrian Grand Prix,Red Bull Ring,2018,51,1,68.037,NA
Austrian Grand Prix,Red Bull Ring,2018,52,1,67.999,NA
Austrian Grand Prix,Red Bull Ring,2018,53,1,68.212,NA
Austrian Grand Prix,Red Bull Ring,2018,54,1,68.415,NA
Austrian Grand Prix,Red Bull Ring,2018,55,1,68.291,NA
Austrian Grand Prix,Red Bull Ring,2018,56,1,68.087,NA
Austrian Grand Prix,Red Bull Ring,2018,57,1,68.055,NA
Austrian Grand Prix,Red Bull Ring,2018,58,1,67.941,NA
Austrian Grand Prix,Red Bull Ring,2018,59,1,67.825,NA
Austrian Grand Prix,Red Bull Ring,2018,60,1,67.703,NA
Austrian Grand Prix,Red Bull Ring,2018,61,1,67.925,NA
Austrian Grand Prix,Red Bull Ring,2018,62,1,67.861,NA
Austrian Grand Prix,Red Bull Ring,2018,63,1,67.828,NA
Austrian Grand Prix,Red Bull Ring,2018,64,1,68.359,NA
Austrian Grand Prix,Red Bull Ring,2018,65,1,68.042,NA
Austrian Grand Prix,Red Bull Ring,2018,66,1,67.634,NA
Austrian Grand Prix,Red Bull Ring,2018,67,1,67.558,NA
Austrian Grand Prix,Red Bull Ring,2018,68,1,67.469,NA
Austrian Grand Prix,Red Bull Ring,2018,69,1,67.449,NA
Austrian Grand Prix,Red Bull Ring,2018,70,1,67.442,NA
Austrian Grand Prix,Red Bull Ring,2018,71,1,67.623,NA
British Grand Prix,Silverstone Circuit,2018,1,3,98.96,NA
British Grand Prix,Silverstone Circuit,2018,2,3,94.366,NA
British Grand Prix,Silverstone Circuit,2018,3,3,93.951,NA
British Grand Prix,Silverstone Circuit,2018,4,3,94.033,NA
British Grand Prix,Silverstone Circuit,2018,5,3,94.094,NA
British Grand Prix,Silverstone Circuit,2018,6,3,93.918,NA
British Grand Prix,Silverstone Circuit,2018,7,3,93.785,NA
British Grand Prix,Silverstone Circuit,2018,8,3,93.747,NA
British Grand Prix,Silverstone Circuit,2018,9,3,93.539,NA
British Grand Prix,Silverstone Circuit,2018,10,3,93.825,NA
British Grand Prix,Silverstone Circuit,2018,11,3,93.824,NA
British Grand Prix,Silverstone Circuit,2018,12,3,93.822,NA
British Grand Prix,Silverstone Circuit,2018,13,3,94.339,NA
British Grand Prix,Silverstone Circuit,2018,14,3,94.283,NA
British Grand Prix,Silverstone Circuit,2018,15,3,94.294,NA
British Grand Prix,Silverstone Circuit,2018,16,3,93.818,NA
British Grand Prix,Silverstone Circuit,2018,17,3,93.468,28.458
British Grand Prix,Silverstone Circuit,2018,18,5,113.226,NA
British Grand Prix,Silverstone Circuit,2018,19,4,93.412,NA
British Grand Prix,Silverstone Circuit,2018,20,4,93.624,NA
British Grand Prix,Silverstone Circuit,2018,21,4,93.684,NA
British Grand Prix,Silverstone Circuit,2018,22,4,93.878,NA
British Grand Prix,Silverstone Circuit,2018,23,4,93.492,NA
British Grand Prix,Silverstone Circuit,2018,24,4,93.466,NA
British Grand Prix,Silverstone Circuit,2018,25,4,93.769,NA
British Grand Prix,Silverstone Circuit,2018,26,3,93.581,NA
British Grand Prix,Silverstone Circuit,2018,27,3,93.427,NA
British Grand Prix,Silverstone Circuit,2018,28,3,93.47,NA
British Grand Prix,Silverstone Circuit,2018,29,3,93.084,NA
British Grand Prix,Silverstone Circuit,2018,30,3,93.634,NA
British Grand Prix,Silverstone Circuit,2018,31,3,93.162,NA
British Grand Prix,Silverstone Circuit,2018,32,3,93.513,NA
British Grand Prix,Silverstone Circuit,2018,33,3,119.531,28
British Grand Prix,Silverstone Circuit,2018,34,4,144.866,NA
British Grand Prix,Silverstone Circuit,2018,35,4,141.854,NA
British Grand Prix,Silverstone Circuit,2018,36,4,143.062,NA
British Grand Prix,Silverstone Circuit,2018,37,4,139.537,NA
British Grand Prix,Silverstone Circuit,2018,38,4,94.275,NA
British Grand Prix,Silverstone Circuit,2018,39,4,148.379,NA
British Grand Prix,Silverstone Circuit,2018,40,4,144.878,NA
British Grand Prix,Silverstone Circuit,2018,41,4,142.252,NA
British Grand Prix,Silverstone Circuit,2018,42,4,92.007,NA
British Grand Prix,Silverstone Circuit,2018,43,5,93.689,NA
British Grand Prix,Silverstone Circuit,2018,44,5,92.18,NA
British Grand Prix,Silverstone Circuit,2018,45,5,92.114,NA
British Grand Prix,Silverstone Circuit,2018,46,12,107.567,NA
German Grand Prix,Hockenheimring,2018,1,4,84.084,NA
German Grand Prix,Hockenheimring,2018,2,4,78.816,NA
German Grand Prix,Hockenheimring,2018,3,4,78.675,NA
German Grand Prix,Hockenheimring,2018,4,4,78.466,NA
German Grand Prix,Hockenheimring,2018,5,4,78.43,NA
German Grand Prix,Hockenheimring,2018,6,4,78.839,NA
German Grand Prix,Hockenheimring,2018,7,4,78.542,NA
German Grand Prix,Hockenheimring,2018,8,4,79.122,NA
German Grand Prix,Hockenheimring,2018,9,4,78.835,NA
German Grand Prix,Hockenheimring,2018,10,4,78.904,NA
German Grand Prix,Hockenheimring,2018,11,4,78.682,NA
German Grand Prix,Hockenheimring,2018,12,4,78.567,NA
German Grand Prix,Hockenheimring,2018,13,4,78.634,NA
German Grand Prix,Hockenheimring,2018,14,3,78.759,NA
German Grand Prix,Hockenheimring,2018,15,3,78.663,NA
German Grand Prix,Hockenheimring,2018,16,3,78.818,NA
German Grand Prix,Hockenheimring,2018,17,3,78.641,NA
German Grand Prix,Hockenheimring,2018,18,3,78.914,NA
German Grand Prix,Hockenheimring,2018,19,3,79.299,NA
German Grand Prix,Hockenheimring,2018,20,3,78.753,NA
German Grand Prix,Hockenheimring,2018,21,3,78.907,NA
German Grand Prix,Hockenheimring,2018,22,3,78.8,NA
German Grand Prix,Hockenheimring,2018,23,3,79.128,NA
German Grand Prix,Hockenheimring,2018,24,3,78.763,NA
German Grand Prix,Hockenheimring,2018,25,3,78.769,NA
German Grand Prix,Hockenheimring,2018,26,2,78.947,NA
German Grand Prix,Hockenheimring,2018,27,2,78.958,NA
German Grand Prix,Hockenheimring,2018,28,2,79.436,NA
German Grand Prix,Hockenheimring,2018,29,3,83.099,19.742
German Grand Prix,Hockenheimring,2018,30,5,92.913,NA
German Grand Prix,Hockenheimring,2018,31,5,77.576,NA
German Grand Prix,Hockenheimring,2018,32,5,77.766,NA
German Grand Prix,Hockenheimring,2018,33,5,77.41,NA
German Grand Prix,Hockenheimring,2018,34,5,77.542,NA
German Grand Prix,Hockenheimring,2018,35,5,77.288,NA
German Grand Prix,Hockenheimring,2018,36,5,77.557,NA
German Grand Prix,Hockenheimring,2018,37,5,77.057,NA
German Grand Prix,Hockenheimring,2018,38,5,77.211,NA
German Grand Prix,Hockenheimring,2018,39,5,77.929,NA
German Grand Prix,Hockenheimring,2018,40,5,78.315,NA
German Grand Prix,Hockenheimring,2018,41,5,77.539,NA
German Grand Prix,Hockenheimring,2018,42,5,77.201,NA
German Grand Prix,Hockenheimring,2018,43,4,77.492,NA
German Grand Prix,Hockenheimring,2018,44,4,77.428,NA
German Grand Prix,Hockenheimring,2018,45,4,79.48,NA
German Grand Prix,Hockenheimring,2018,46,4,85.249,19.297
German Grand Prix,Hockenheimring,2018,47,5,97.005,NA
German Grand Prix,Hockenheimring,2018,48,5,90.513,19.087
German Grand Prix,Hockenheimring,2018,49,5,97.374,NA
German Grand Prix,Hockenheimring,2018,50,5,88.379,NA
German Grand Prix,Hockenheimring,2018,51,5,92.872,NA
German Grand Prix,Hockenheimring,2018,52,4,117.351,NA
German Grand Prix,Hockenheimring,2018,53,4,117.667,NA
German Grand Prix,Hockenheimring,2018,54,4,89.233,NA
German Grand Prix,Hockenheimring,2018,55,4,118.167,NA
German Grand Prix,Hockenheimring,2018,56,4,129.66,NA
German Grand Prix,Hockenheimring,2018,57,4,115.654,NA
German Grand Prix,Hockenheimring,2018,58,4,77.913,NA
German Grand Prix,Hockenheimring,2018,59,4,77.284,NA
German Grand Prix,Hockenheimring,2018,60,4,76.843,NA
German Grand Prix,Hockenheimring,2018,61,4,77.022,NA
German Grand Prix,Hockenheimring,2018,62,4,76.293,NA
German Grand Prix,Hockenheimring,2018,63,4,76.257,NA
German Grand Prix,Hockenheimring,2018,64,4,76.101,NA
German Grand Prix,Hockenheimring,2018,65,4,75.977,NA
German Grand Prix,Hockenheimring,2018,66,4,75.852,NA
German Grand Prix,Hockenheimring,2018,67,4,75.879,NA
Hungarian Grand Prix,Hungaroring,2018,1,5,90.809,NA
Hungarian Grand Prix,Hungaroring,2018,2,5,84.621,NA
Hungarian Grand Prix,Hungaroring,2018,3,5,84.485,NA
Hungarian Grand Prix,Hungaroring,2018,4,5,84.159,NA
Hungarian Grand Prix,Hungaroring,2018,5,5,83.985,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,1,5,154.928,19.942
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,2,5,180.335,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,3,5,170.364,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,4,5,178.62,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,5,5,112.189,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,6,5,111.619,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,7,4,110.14,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,8,4,109.993,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,9,4,110.445,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,10,3,108.932,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,11,3,109.575,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,12,3,109.224,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,13,3,109.253,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,14,3,109.377,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,15,3,109.043,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,16,3,109.219,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,17,3,109.287,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,18,3,108.879,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,19,3,108.936,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,20,3,108.937,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,21,3,108.953,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,22,2,109.194,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,23,3,110.278,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,24,3,108.756,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,25,3,108.536,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,26,3,113.013,22.341
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,27,3,120.763,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,28,3,107.347,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,29,3,107.273,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,30,3,107.477,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,31,3,107.492,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,32,3,107.371,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,33,3,107.211,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,34,3,107.141,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,35,3,107.255,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,36,3,106.946,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,37,3,107.776,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,38,3,107.468,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,39,3,107.281,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,40,3,107.78,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,41,3,107.396,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,42,3,107.826,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,43,3,107.64,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2018,44,3,108.38,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,1,3,111.041,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,2,3,136.204,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,3,3,127.53,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,4,3,86.555,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,5,3,85.615,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,6,3,85.475,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,7,3,85.116,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,8,3,84.976,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,9,3,85.145,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,10,3,85.04,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,11,3,85.295,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,12,3,85.189,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,13,3,85.21,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,14,3,85.135,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,15,3,85.08,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,16,3,84.966,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,17,3,84.904,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,18,3,84.98,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,19,3,85.159,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,20,3,85.356,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,21,2,85.027,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,22,2,85.31,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,23,2,85.021,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,24,2,85.018,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,25,2,85.718,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,26,3,89.839,24.003
Italian Grand Prix,Autodromo Nazionale di Monza,2018,27,6,103.711,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,28,6,83.93,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,29,4,83.682,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,30,4,84.414,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,31,4,84.174,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,32,4,84.058,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,33,4,84.266,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,34,4,84.103,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,35,4,84.242,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,36,4,83.888,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,37,3,84.084,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,38,3,83.781,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,39,3,83.633,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,40,3,83.691,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,41,3,83.609,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,42,3,84.171,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,43,3,84.083,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,44,3,83.762,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,45,3,84.774,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,46,3,84.297,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,47,3,83.927,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,48,3,83.982,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,49,3,84.337,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,50,3,83.705,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,51,3,83.767,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,52,3,83.836,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2018,53,3,83.881,NA
Singapore Grand Prix,Marina Bay Street Circuit,2018,1,3,145.361,NA
Singapore Grand Prix,Marina Bay Street Circuit,2018,2,3,168.84,NA
Singapore Grand Prix,Marina Bay Street Circuit,2018,3,3,158.146,NA
Singapore Grand Prix,Marina Bay Street Circuit,2018,4,3,163.709,NA
Singapore Grand Prix,Marina Bay Street Circuit,2018,5,3,108.36,NA
Singapore Grand Prix,Marina Bay Street Circuit,2018,6,3,108.359,NA
Singapore Grand Prix,Marina Bay Street Circuit,2018,7,3,107.717,NA
Singapore Grand Prix,Marina Bay Street Circuit,2018,8,3,107.186,NA
Singapore Grand Prix,Marina Bay Street Circuit,2018,9,3,107.348,NA
Singapore Grand Prix,Marina Bay Street Circuit,2018,10,3,107.706,NA
Singapore Grand Prix,Marina Bay Street Circuit,2018,11,3,107.754,NA
